rule_id;parent;realName;ECA;myOperator;nextOperator;readableValue;descriptiveName;author;ruleName;naturalLanguage;partialNaturalLanguage;Negation;Goal;User;Situation
377;bedroom;windowsensor;condition;equal;and;OPEN;bedroom-windowsensor;student2021-04;Third Rule;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;When it rains, ;;Wellbeing,Comfort;Generic;BadWeather
377;currentweather;rain;event;equal;rule;TRUE;currentweather-rain;student2021-04;Third Rule;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;if the bedroom window is detected open by the sensor,;;Wellbeing,Comfort;Generic;BadWeather
377;bedroom;window;action;OPERATOR;NEXTOPERATOR;CLOSE;bedroom-window;student2021-04;Third Rule;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window; close the bedroom window;;Wellbeing,Comfort;Generic;BadWeather
378;datetime;localtime;condition;equal;and;09:00;datetime-localtime;student2021-04;Fourth rule;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;If it's 9am and ;;Wellbeing,Comfort;Generic;Morning
378;test-user;bedinout;condition;equal;rule;IN;test-user-bedinout;student2021-04;Fourth rule;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;I'm still in bed, ;;Wellbeing,Comfort;Generic;Morning
378;bedroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;bedroom-changelightstate;student2021-04;Fourth rule;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;turn on the bedroom lights for 10 minutes and;;Wellbeing,Comfort;Generic;Morning
378;devices;alexa services;action;OPERATOR;NEXTOPERATOR;NEWS;devices-alexa services;student2021-04;Fourth rule;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.; tune Alexa to deliver the day's news.;;Wellbeing,Comfort;Generic;Morning
379;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;student2021-04;Fifth rule;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';when I am away from home;;EnergySaving;Generic;GoingOut
379;heating system;state;condition;equal;rule;ON;heating system-state;student2021-04;Fifth rule;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';If the heating system is on, ;;EnergySaving;Generic;GoingOut
379;home;heating;action;OPERATOR;NEXTOPERATOR;OFF;home-heating;student2021-04;Fifth rule;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';turn off the heating system and ;;EnergySaving;Generic;GoingOut
379;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remember to turn off the heating when you leave the house, you forgot that!;reminders-reminders;student2021-04;Fifth rule;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';;EnergySaving;Generic;GoingOut
380;fridge;door;condition;equal;rule;OPEN;fridge-door;student2021-05;Regola 1;"If the refrigerator door remains open, send the voice memo ""Close the fridge door"".";If the refrigerator door remains open,;;EnergySaving;Generic;Generic
380;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the fridge door;reminders-reminders;student2021-05;Regola 1;"If the refrigerator door remains open, send the voice memo ""Close the fridge door"".";"send the voice memo ""Close the fridge door"".";;EnergySaving;Generic;Generic
381;home;electricity;condition;equal;rule;ON;home-electricity;student2021-05;Regola 2;"If the electricity fails between 11pm and 7am (while you sleep), send the voice memo ""attention, the power has gone out"" and turn the refrigerator back on";If the electricity fails between 11pm and 7am (while you sleep), ;;Generic;Generic;Night
381;reminders;reminders;action;OPERATOR;NEXTOPERATOR;attention, the power has gone out;reminders-reminders;student2021-05;Regola 2;"If the electricity fails between 11pm and 7am (while you sleep), send the voice memo ""attention, the power has gone out"" and turn the refrigerator back on";"send the voice memo ""attention, the power has gone out"" and ";;Generic;Generic;Night
381;kitchen;fridge;action;OPERATOR;NEXTOPERATOR;ON;kitchen-fridge;student2021-05;Regola 2;"If the electricity fails between 11pm and 7am (while you sleep), send the voice memo ""attention, the power has gone out"" and turn the refrigerator back on";turn the refrigerator back on;;Generic;Generic;Night
382;relativeposition;typeofproximity;condition;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;student2021-05;Regola 3;When the fire sensor is activated and the user is out of the house, call the fire brigade;if the user is out of the house;;Generic;Generic;Generic
382;kitchen;smokesensor;event;equal;rule;TRUE;kitchen-smokesensor;student2021-05;Regola 3;When the fire sensor is activated and the user is out of the house, call the fire brigade;When the fire sensor is activated ;;Generic;Generic;Generic
382;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;CALL_EMERGENCY;alarms-notificationmode;student2021-05;Regola 3;When the fire sensor is activated and the user is out of the house, call the fire brigade;call the fire brigade;;Generic;Generic;Generic
383;currentweather;outdoortemperature;condition;lessthen;and;15;currentweather-outdoortemperature;student2021-05;Regola 4;"If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send the reminder by notification ""It's cold today, the heating has been turned on"".";If the outside temperature is below 15 degrees and ;;Wellbeing,Comfort;Generic;ColdSeason
383;heating system;state;condition;equal;rule;OFF;heating system-state;student2021-05;Regola 4;"If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send the reminder by notification ""It's cold today, the heating has been turned on"".";the heating is off, ;;Wellbeing,Comfort;Generic;ColdSeason
383;home;heating;action;OPERATOR;NEXTOPERATOR;ON;home-heating;student2021-05;Regola 4;"If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send the reminder by notification ""It's cold today, the heating has been turned on"".";turn on the heating and ;;Wellbeing,Comfort;Generic;ColdSeason
383;reminders;reminders;action;OPERATOR;NEXTOPERATOR;It's cold today, the heating has been turned on;reminders-reminders;student2021-05;Regola 4;"If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send the reminder by notification ""It's cold today, the heating has been turned on"".";"send the reminder by notification ""It's cold today, the heating has been turned on"".";;Wellbeing,Comfort;Generic;ColdSeason
384;test-user;leisure;event;equal;and;READING;test-user-leisure;student2021-05;Regola 5;"When the user starts reading and the room light is off, turn on the light and set it to a relaxing yellow color for 60 minutes, sending the reminder ""Enjoy the reading!"" via notification.";When the user starts reading and ;;Wellbeing;Generic;Generic
384;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;student2021-05;Regola 5;"When the user starts reading and the room light is off, turn on the light and set it to a relaxing yellow color for 60 minutes, sending the reminder ""Enjoy the reading!"" via notification.";the room light is off, ;;Wellbeing;Generic;Generic
384;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;YELLOW;bedroom-hue color light bedroom;student2021-05;Regola 5;"When the user starts reading and the room light is off, turn on the light and set it to a relaxing yellow color for 60 minutes, sending the reminder ""Enjoy the reading!"" via notification.";turn on the light and set it to a relaxing yellow color for 60 minutes,;;Wellbeing;Generic;Generic
384;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Enjoy the reading!;reminders-reminders;student2021-05;Regola 5;"When the user starts reading and the room light is off, turn on the light and set it to a relaxing yellow color for 60 minutes, sending the reminder ""Enjoy the reading!"" via notification.";" sending the reminder ""Enjoy the reading!"" via notification.";;Wellbeing;Generic;Generic
385;garden;smokesensor;condition;equal;rule;TRUE;garden-smokesensor;student2021-06;Regola2;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;If the smoke sensor in the garden is not turned on, ;;Safety;Generic;Generic
385;home;alllight;action;OPERATOR;NEXTOPERATOR;ON;home-alllight;student2021-06;Regola2;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;then turn on all the lights in the house and ;;Safety;Generic;Generic
385;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;ALERT;alarms-notificationmode;student2021-06;Regola2;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;activate the alarm ;;Safety;Generic;Generic
386;currentweather;rain;event;equal;and;TRUE;currentweather-rain;student2021-06;Regola3;When it rains, if the bedroom window is open, turn on the bedroom lights;When it rains, ;;Wellbeing;Generic;BadWeather
386;bedroom;windowsensor;condition;equal;rule;OPEN;bedroom-windowsensor;student2021-06;Regola3;When it rains, if the bedroom window is open, turn on the bedroom lights;if the bedroom window is open, ;;Wellbeing;Generic;BadWeather
386;bedroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;bedroom-changelightstate;student2021-06;Regola3;When it rains, if the bedroom window is open, turn on the bedroom lights;turn on the bedroom lights;;Wellbeing;Generic;BadWeather
387;livingroom;lightlevel;condition;equal;and;LOW_LIGHT;livingroom-lightlevel;student2021-06;Regola4;"If the light in the living room is too low and if the lights in the living room are off, then send me the message ""You ruin your eyes!"" and turn on the living room lights";If the light in the living room is too low and ;;Comfort;Generic;Generic
387;light;state;condition;equal;rule;OFF;light-state;student2021-06;Regola4;"If the light in the living room is too low and if the lights in the living room are off, then send me the message ""You ruin your eyes!"" and turn on the living room lights";if the lights in the living room are off, ;;Comfort;Generic;Generic
387;livingroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;livingroom-changelightstate;student2021-06;Regola4;"If the light in the living room is too low and if the lights in the living room are off, then send me the message ""You ruin your eyes!"" and turn on the living room lights";then turn on the living room lights and;;Comfort;Generic;Generic
387;reminders;reminders;action;OPERATOR;NEXTOPERATOR;You ruin your eyes!;reminders-reminders;student2021-06;Regola4;"If the light in the living room is too low and if the lights in the living room are off, then send me the message ""You ruin your eyes!"" and turn on the living room lights";"send me the message ""You ruin your eyes!""";;Comfort;Generic;Generic
388;test-user;heartrate;event;morethen;and;100;test-user-heartrate;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high""";When my heart rate exceeds a certain threshold and;;Health;Generic;Generic
388;smartphone;state;condition;equal;or;ON;smartphone-state;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high"""; if I have at least one device on (smartphone),;;Health;Generic;Generic
388;tablet;state;condition;equal;or;ON;tablet-state;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high"""; if I have at least one device on (tablet),;;Health;Generic;Generic
388;pc;state;condition;equal;rule;ON;pc-state;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high"""; if I have at least one device on (pc),;;Health;Generic;Generic
388;home;alllight;action;OPERATOR;NEXTOPERATOR;ON;home-alllight;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high"""; then turn on all the lights in the house and ;;Health;Generic;Generic
388;reminders;reminders;action;OPERATOR;NEXTOPERATOR;hearth rate too high;reminders-reminders;student2021-06;Regola5;"When my heart rate exceeds a certain threshold and if I have at least one device on, then turn on all the lights in the house and send me the email ""hearth rate too high""";"send me the email ""hearth rate too high""";;Health;Generic;Generic
389;microwave;door;condition;equal;rule;OPEN;microwave-door;student2021-06;Regola1;If the microwave oven door is open, send me a message telling me to close it;If the microwave oven door is open, ;;EnergySaving;Generic;Generic
389;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the microwave door;reminders-reminders;student2021-06;Regola1;If the microwave oven door is open, send me a message telling me to close it;send me a message telling me to close it;;EnergySaving;Generic;Generic
390;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;house;relativeposition-typeofproximity;student2021-07;when inside alexa news;When the user enters the house, play news on Alexa.;When the user enters the house, ;;Generic;Generic;Generic
390;devices;alexa services;action;OPERATOR;NEXTOPERATOR;NEWS;devices-alexa services;student2021-07;when inside alexa news;When the user enters the house, play news on Alexa.;play news on Alexa.;;Generic;Generic;Generic
391;test-user;medicine;condition;equal;rule;pressure pill;test-user-medicine;student2021-07;medicine notification ;"If you haven't taken your medicine, turn on your phone and send the notification ""take the medicine"".";If you haven't taken your medicine, ;NOT;Health;Generic;Generic
391;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;ON;devices-smartphonetv;student2021-07;medicine notification ;"If you haven't taken your medicine, turn on your phone and send the notification ""take the medicine"".";turn on your phone and ;;Health;Generic;Generic
391;reminders;reminders;action;OPERATOR;NEXTOPERATOR;take the medicine;reminders-reminders;student2021-07;medicine notification ;"If you haven't taken your medicine, turn on your phone and send the notification ""take the medicine"".";"send the notification ""take the medicine"".";;Health;Generic;Generic
392;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;garden;relativeposition-typeofproximity;student2021-07;lights off if outside garden;If you are out in the garden and the front door is closed, turn off the lights.;If you are out in the garden and;;EnergySaving;Generic;Generic
392;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;student2021-07;lights off if outside garden;If you are out in the garden and the front door is closed, turn off the lights.; the front door is closed, ;;EnergySaving;Generic;Generic
392;home;alllight;action;OPERATOR;NEXTOPERATOR;OFF;home-alllight;student2021-07;lights off if outside garden;If you are out in the garden and the front door is closed, turn off the lights.;turn off the lights.;;EnergySaving;Generic;Generic
393;bedroom;temperature;condition;lessthen;and;20;bedroom-temperature;student2021-07;turn on heating ;"If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send the voice notification ""turn on heating system"".";If the bedroom temperature is below 20 degrees and;;WellBeing;Generic;ColdSeason
393;heating system;state;condition;equal;rule;OFF;heating system-state;student2021-07;turn on heating ;"If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send the voice notification ""turn on heating system""."; the heating is off, ;;WellBeing;Generic;ColdSeason
393;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;ON;devices-smartphonetv;student2021-07;turn on heating ;"If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send the voice notification ""turn on heating system"".";turn on your mobile and ;;WellBeing;Generic;ColdSeason
393;reminders;reminders;action;OPERATOR;NEXTOPERATOR;turn on heating system;reminders-reminders;student2021-07;turn on heating ;"If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send the voice notification ""turn on heating system"".";"send the voice notification ""turn on heating system"".";;WellBeing;Generic;ColdSeason
394;test-user;leisure;event;equal;and;WATCHING_TV;test-user-leisure;student2021-07;close fridge door;"When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send the notification ""fridge door open"".";When the user watches TV,;;EnergySaving;Generic;Generic
394;fridge;door;condition;equal;rule;OPEN;fridge-door;student2021-07;close fridge door;"When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send the notification ""fridge door open""."; if the fridge door is open, ;;EnergySaving;Generic;Generic
394;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;RED;kitchen-hue color light kitchen;student2021-07;close fridge door;"When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send the notification ""fridge door open"".";turn on the red light in the kitchen and ;;EnergySaving;Generic;Generic
394;reminders;reminders;action;OPERATOR;NEXTOPERATOR;fridge door open;reminders-reminders;student2021-07;close fridge door;"When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send the notification ""fridge door open"".";"send the notification ""fridge door open"".";;EnergySaving;Generic;Generic
395;coffee machine;state;event;equal;rule;OFF;coffee machine-state;student2021-08;Regola 1 ;When the coffee machine turns off, send me a voice notification saying 'The coffee is ready!'.;When the coffee machine turns off, ;;Comfort;Generic;Generic
395;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The coffee is ready!;reminders-reminders;student2021-08;Regola 1 ;When the coffee machine turns off, send me a voice notification saying 'The coffee is ready!'.;send me a voice notification saying 'The coffee is ready!'.;;Comfort;Generic;Generic
396;kitchen;gassensor;event;equal;and;TRUE;kitchen-gassensor;student2021-08;Regola 3;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;When the gas sensor goes on and;;Safety;Generic;Generic
396;kitchen;windowsensor;condition;equal;rule;CLOSE;kitchen-windowsensor;student2021-08;Regola 3;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;the kitchen window is closed, ;;Safety;Generic;Generic
396;home;allwindow;action;OPERATOR;NEXTOPERATOR;OPEN;home-allwindow;student2021-08;Regola 3;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;open all the windows in the house.;;Safety;Generic;Generic
397;bedroom;windowsensor;condition;equal;rule;CLOSE;bedroom-windowsensor;student2021-08;Regola 2;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;If the bedroom window is not closed between 11pm and 6am, ;;Security;Generic;Night
397;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;SIREN;alarms-notificationmode;student2021-08;Regola 2;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;sound the alarm and ;;Security;Generic;Night
397;bedroom;changelightstate;action;OPERATOR;NEXTOPERATOR;ON;bedroom-changelightstate;student2021-08;Regola 2;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;turn on the bedroom light for 5 minutes.;;Security;Generic;Night
398;datetime;localtime;condition;equal;and;23:00;datetime-localtime;student2021-08;Regola 4;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;If it's 11pm and ;;WellBeing;Generic;Night
398;tv;state;condition;equal;rule;ON;tv-state;student2021-08;Regola 4;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;the TV is on, ;;WellBeing;Generic;Night
398;devices;tv;action;OPERATOR;NEXTOPERATOR;OFF;devices-tv;student2021-08;Regola 4;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;turn off the TV and ;;WellBeing;Generic;Night
398;home;alllight;action;OPERATOR;NEXTOPERATOR;OFF;home-alllight;student2021-08;Regola 4;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;turn off all the lights.;;WellBeing;Generic;Night
399;test-user;sweatingtype;event;equal;and;HIGH;test-user-sweatingtype;student2021-08;Regola 5;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;When the user's sweat rate becomes high and ;;WellBeing;Generic;ColdSeason
399;heating system;state;condition;equal;rule;ON;heating system-state;student2021-08;Regola 5;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;the heating system is on, ;;WellBeing;Generic;ColdSeason
399;home;heating;action;OPERATOR;NEXTOPERATOR;OFF;home-heating;student2021-08;Regola 5;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;turn off the heating system and ;;WellBeing;Generic;ColdSeason
399;reminders;reminders;action;OPERATOR;NEXTOPERATOR;I have turned off the heating!;reminders-reminders;student2021-08;Regola 5;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;send a voice notification saying: 'I have turned off the heating!'.;;WellBeing;Generic;ColdSeason
400;heating system;state;event;equal;rule;ON;heating system-state;student2021-09;regola1;when the heaters come on, send me the notification: 'The heaters are on!'.;when the heaters come on, ;;Generic;Generic;ColdSeason
400;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The heaters are on!;reminders-reminders;student2021-09;regola1;when the heaters come on, send me the notification: 'The heaters are on!'.;send me the notification: 'The heaters are on!'.;;Generic;Generic;ColdSeason
401;currentweather;outdoorcondition;event;equal;and;RAIN;currentweather-outdoorcondition;student2021-09;regola3;When it is raining outside and if the living room window is open, close the window.;When it is raining outside and ;;Comfort,Wellbeing;Generic;BadWeather
401;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;student2021-09;regola3;When it is raining outside and if the living room window is open, close the window.;if the living room window is open, ;;Comfort,Wellbeing;Generic;BadWeather
401;livingroom;window;action;OPERATOR;NEXTOPERATOR;CLOSE;livingroom-window;student2021-09;regola3;When it is raining outside and if the living room window is open, close the window.;close the window.;;Comfort,Wellbeing;Generic;BadWeather
402;home;electricity;condition;equal;rule;ON;home-electricity;student2021-09;regola2;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;If the electricity in the house is not on, ;;Safety;Generic;Generic
402;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;ALERT;alarms-notificationmode;student2021-09;regola2;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;start the alarm and ;;Safety;Generic;Generic
402;corridor;light strip corridor;action;OPERATOR;NEXTOPERATOR;WHITE;corridor-light strip corridor;student2021-09;regola2;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;turn on the emergency light in the corridor.;;Safety;Generic;Generic
403;datetime;daytype;condition;equal;and;WEEK_DAYS;datetime-daytype;student2021-09;regola4;If it's a working day and if it's 8am, turn on the bedroom lights and start the music with Alexa.;If it's a working day and;;Organizing;Generic;Working
403;datetime;localtime;condition;equal;rule;08:00;datetime-localtime;student2021-09;regola4;If it's a working day and if it's 8am, turn on the bedroom lights and start the music with Alexa.; if it's 8am, ;;Organizing;Generic;Working
403;bedroom;alllight;action;OPERATOR;NEXTOPERATOR;ON;bedroom-alllight;student2021-09;regola4;If it's a working day and if it's 8am, turn on the bedroom lights and start the music with Alexa.;turn on the bedroom lights and ;;Organizing;Generic;Working
403;devices;alexa services;action;OPERATOR;NEXTOPERATOR;MUSIC;devices-alexa services;student2021-09;regola4;If it's a working day and if it's 8am, turn on the bedroom lights and start the music with Alexa.;start the music with Alexa.;;Organizing;Generic;Working
404;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;student2021-09;regola5;When I am out of the house and if the front door is open, send the notification 'The door is left open!' and close the door.;When I am out of the house and ;;Security;Generic;GoingOut
404;entrance;doorsensor;condition;equal;rule;OPEN;entrance-doorsensor;student2021-09;regola5;When I am out of the house and if the front door is open, send the notification 'The door is left open!' and close the door.;if the front door is open,;;Security;Generic;GoingOut
404;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The door is left open!;reminders-reminders;student2021-09;regola5;When I am out of the house and if the front door is open, send the notification 'The door is left open!' and close the door.; send the notification 'The door is left open!' and ;;Security;Generic;GoingOut
404;entrance;door;action;OPERATOR;NEXTOPERATOR;CLOSE;entrance-door;student2021-09;regola5;When I am out of the house and if the front door is open, send the notification 'The door is left open!' and close the door.;close the door.;;Security;Generic;GoingOut
405;tv;state;condition;equal;rule;ON;tv-state;student2021-10;notifica tv;"If the TV is on, send the notification ""The TV is on"" to the user.";If the TV is on, ;;Organizing;Generic;Generic
405;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The TV is on;reminders-reminders;student2021-10;notifica tv;"If the TV is on, send the notification ""The TV is on"" to the user.";"send the notification ""The TV is on"" to the user.";;Organizing;Generic;Generic
406;bedroom;temperature;event;morethen;and;27;bedroom-temperature;student2021-10;aprire finestra con il caldo;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;When the bedroom temperature exceeds 27 degrees and ;;Comfort,Wellbeing;Generic;HotSeason
406;bedroom;windowsensor;condition;equal;rule;CLOSE;bedroom-windowsensor;student2021-10;aprire finestra con il caldo;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;the sensor detects that the windows are closed ;;Comfort,Wellbeing;Generic;HotSeason
406;bedroom;window;action;OPERATOR;NEXTOPERATOR;OPEN;bedroom-window;student2021-10;aprire finestra con il caldo;When the bedroom temperature exceeds 27 degrees and the sensor detects that the windows are closed then open the windows;then open the windows;;Comfort,Wellbeing;Generic;HotSeason
407;livingroom;motion;event;equal;and;TRUE;livingroom-motion;student2021-10;tv e luci;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;When the motion sensor in the living room, near the sofa, is activated and ;;Comfort, Wellbeing;Generic;Generic
407;light;state;condition;equal;rule;ON;light-state;student2021-10;tv e luci;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;the lights in the same room are on, ;;Comfort, Wellbeing;Generic;Generic
407;devices;tv;action;OPERATOR;NEXTOPERATOR;ON;devices-tv;student2021-10;tv e luci;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;turn on the TV and ;;Comfort, Wellbeing;Generic;Generic
407;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;YELLOW;livingroom-hue color light living room;student2021-10;tv e luci;When the motion sensor in the living room, near the sofa, is activated and the lights in the same room are on, turn on the TV and change the color of the lights in the living room to yellow;change the color of the lights in the living room to yellow;;Comfort, Wellbeing;Generic;Generic
408;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;student2021-10;allarme porta;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on;If the main door is not closed between 00:00 and 06:00 then ;NOT WHEN;Security;Generic;Night
408;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;SIREN;alarms-notificationmode;student2021-10;allarme porta;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on;the alarm must be activated and;;Security;Generic;Night
408;home;alllight;action;OPERATOR;NEXTOPERATOR;ON;home-alllight;student2021-10;allarme porta;If the main door is not closed between 00:00 and 06:00 then the alarm must be activated and all the lights in the house must be switched on; all the lights in the house must be switched on;;Security;Generic;Night
409;test-user;outsideposition;event;equal;and;OFFICE;test-user-outsideposition;student2021-10;luci accese;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;When the user is away from home, in the office, and ;;EnergySaving;Generic;GoingOut,Working
409;light;state;condition;equal;rule;ON;light-state;student2021-10;luci accese;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;if the main lights in the living room are on, ;;EnergySaving;Generic;GoingOut,Working
409;livingroom;changelightstate;action;OPERATOR;NEXTOPERATOR;OFF;livingroom-changelightstate;student2021-10;luci accese;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;turn off the lights and ;;EnergySaving;Generic;GoingOut,Working
409;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""you forgot the lights on""";reminders-reminders;student2021-10;luci accese;When the user is away from home, in the office, and if the main lights in the living room are on, turn off the lights and send a text message to the user reminding him that he has forgotten the lights on;send a text message to the user reminding him that he has forgotten the lights on;;EnergySaving;Generic;GoingOut,Working
410;entrance;doorsensor;event;equal;rule;OPEN;entrance-doorsensor;student2021-11;Regola 1;When the front door is opened, send me a notification saying 'The front door has been opened';When the front door is opened, ;;Security;Generic;Generic
410;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The front door has been opened;reminders-reminders;student2021-11;Regola 1;When the front door is opened, send me a notification saying 'The front door has been opened';send me a notification saying 'The front door has been opened';;Security;Generic;Generic
411;bathroom;humidity;event;morethen;and;70;bathroom-humidity;student2021-11;Regola 3;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;When the humidity in the bathroom becomes greater than 70% and ;;Wellbeing;Generic;Generic
411;bathroom;windowsensor;condition;equal;rule;CLOSE;bathroom-windowsensor;student2021-11;Regola 3;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;the bathroom window is closed, ;;Wellbeing;Generic;Generic
411;bathroom;window;action;OPERATOR;NEXTOPERATOR;OPEN;bathroom-window;student2021-11;Regola 3;When the humidity in the bathroom becomes greater than 70% and the bathroom window is closed, open the bathroom window;open the bathroom window;;Wellbeing;Generic;Generic
