id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;completeName;naturalLanguage;author;ruleName
1060;363;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;OPEN;entrance-doorsensor;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04
1061;363;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;INTRUSION IN PROGRESS;reminders-reminders;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04
1062;363;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04
1063;364;user/alexaInput/@vocalSentence;test-user;vocalsentence;event;equal;and;Alexa, make coffee;test-user-vocalsentence;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05
1064;364;technology/appliance/@state;coffee machine;state;condition;equal;rule;ON;coffee machine-state;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05
1065;364;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;kitchen-hue color light kitchen;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05
1066;364;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;throw out the trash;reminders-reminders;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05
1067;365;technology/device/@state;wi fi;state;event;equal;rule;OFF;wi fi-state;When the wifi turns off, it sends a notification saying 'wifi has been turned off';student2021-02;regola1
1068;365;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wifi has been turned off;reminders-reminders;When the wifi turns off, it sends a notification saying 'wifi has been turned off';student2021-02;regola1
1069;366;user/activity/@medicine;test-user;medicine;event;equal;rule;Medicina;test-user-medicine;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2
1070;366;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2
1071;366;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2
1072;367;environment/sensors/@lightLevel;entrance;lightlevel;condition;equal;and;NO_LIGHT;entrance-lightlevel;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3
1073;367;environment/sensors/@door;entrance;doorsensor;event;equal;rule;OPEN;entrance-doorsensor;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3
1074;367;applianceState/Entrance/lightColor;entrance;hue color light entrance;action;OPERATOR;NEXTOPERATOR;update:lightColor;entrance-hue color light entrance;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3
1075;368;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;07:30;datetime-localtime;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4
1076;368;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4
1077;368;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4
1078;368;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4
1079;369;technology/appliance/@state;microwave;state;event;equal;and;ON;microwave-state;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5
1080;369;XPATH;relativeposition;typeofproximity;condition;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5
1081;369;applianceState/LivingRoom/@microwave;kitchen;microwave;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;kitchen-microwave;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5
1082;369;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""Il microonde è stato spento""";reminders-reminders;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5
1083;370;technology/device/@state;pc;state;event;equal;rule;ON;pc-state;When I turn on the computer remind me to put on the glasses with a notification;student2021-03;Indossa gli occhiali
1084;370;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;put on your glasses when you are at the computer;reminders-reminders;When I turn on the computer remind me to put on the glasses with a notification;student2021-03;Indossa gli occhiali
1085;371;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;bedroom-windowsensor;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse
1086;371;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse
1087;371;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse
1088;371;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse
1089;372;user/physiological/@bodyTemperature;test-user;bodytemperature;event;morethen;and;38;test-user-bodytemperature;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua
1090;372;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;rule;20;bedroom-temperature;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua
1091;372;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bedroom-window;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua
1092;372;Reminder;reminders;reminder;action;OPERATOR;NEXTOPERATOR;drink some water;reminders-reminder;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua
1093;373;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;house;relativeposition-typeofproximity;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno
1094;373;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;lessthen;rule;13;currentweather-outdoortemperature;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno
1095;373;applianceState/bathroom/window;bathroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bathroom-window;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno
1096;374;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;08:00;datetime-localtime;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe
1097;374;technology/appliance/@state;coffee machine;state;condition;equal;rule;OFF;coffee machine-state;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe
1098;374;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe
1099;374;applianceState/LivingRoom/@coffeeMachine;kitchen;coffeemachine;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;kitchen-coffeemachine;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe
1100;375;environment/home/@securityIntrusion;home;securityintrusion;event;equal;rule;VALUE;home-securityintrusion;When the security system detects an intrusion, text me 'it looks like someone has entered the house, be sure to call the police!';student2021-04;First Rule
1101;375;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;it looks like someone has entered the house, be sure to call the police!;reminders-reminders;When the security system detects an intrusion, text me 'it looks like someone has entered the house, be sure to call the police!';student2021-04;First Rule
1102;376;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule
1103;376;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule
1104;376;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule
1105;377;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;and;OPEN;bedroom-windowsensor;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule
1106;377;environment/weather/currentWeather/@rain;currentweather;rain;event;equal;rule;VALUE;currentweather-rain;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule
1107;377;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;bedroom-window;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule
1108;378;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;09:00;datetime-localtime;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule
1109;378;user/activity/sleep/@bedInOut;test-user;bedinout;condition;equal;rule;IN;test-user-bedinout;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule
1110;378;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule
1111;378;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule
1112;379;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule
1113;379;technology/appliance/@state;heating system;state;condition;equal;rule;ON;heating system-state;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule
1114;379;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule
1115;379;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remember to turn off the heating when you leave the house, you forgot that!;reminders-reminders;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule
1116;380;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;If the refrigerator door remains open, send a voice memo.;student2021-05;Regola 1
1117;380;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the fridge door;reminders-reminders;If the refrigerator door remains open, send a voice memo.;student2021-05;Regola 1
1118;381;environment/home/@electricity;home;electricity;condition;equal;rule;ON;home-electricity;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2
1119;381;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;attention, the power has gone out;reminders-reminders;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2
1120;381;applianceState/LivingRoom/@fridge;kitchen;fridge;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;kitchen-fridge;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2
1121;382;XPATH;relativeposition;typeofproximity;condition;outside;NEXTOPERATOR;house;relativeposition-typeofproximity;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3
1122;382;environment/sensors/@smokeSensor;kitchen;smokesensor;event;equal;rule;VALUE;kitchen-smokesensor;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3
1123;382;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3
1124;383;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;lessthen;and;15;currentweather-outdoortemperature;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4
1125;383;technology/appliance/@state;heating system;state;condition;equal;rule;OFF;heating system-state;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4
1126;383;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4
1127;383;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;It's cold today, the heating has been turned on;reminders-reminders;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4
1128;384;user/activity/@leisure;test-user;leisure;event;equal;and;READING;test-user-leisure;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5
1129;384;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;bedroomlight-state;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5
1130;384;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5
1131;384;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Enjoy the reading!;reminders-reminders;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5
1132;385;environment/sensors/@smokeSensor;garden;smokesensor;condition;equal;rule;VALUE;garden-smokesensor;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2
1133;385;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2
1134;385;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2
1135;386;environment/weather/currentWeather/@rain;currentweather;rain;event;equal;and;VALUE;currentweather-rain;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3
1136;386;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;bedroom-windowsensor;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3
1137;386;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3
1138;387;environment/sensors/@lightLevel;livingroom;lightlevel;condition;equal;and;LOW_LIGHT;livingroom-lightlevel;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4
1139;387;technology/light/@state;light;state;condition;equal;rule;OFF;light-state;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4
1140;387;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;livingroom-hue color light living room;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4
1141;387;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;You ruin your eyes!;reminders-reminders;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4
1142;388;user/physiological/@heartRate;test-user;heartrate;event;morethen;and;100;test-user-heartrate;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1143;388;technology/device/@state;smartphone;state;condition;equal;or;ON;smartphone-state;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1144;388;technology/device/@state;tablet;state;condition;equal;or;ON;tablet-state;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1145;388;technology/device/@state;pc;state;condition;equal;rule;ON;pc-state;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1146;388;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1147;388;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;hearth rate too high;reminders-reminders;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5
1148;389;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;microwave-door;If the microwave oven door is open, send me a message telling me to close it;student2021-06;Regola1
1149;389;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the microwave door;reminders-reminders;If the microwave oven door is open, send me a message telling me to close it;student2021-06;Regola1
1150;390;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;house;relativeposition-typeofproximity;When the user enters the house, play news on Alexa.;student2021-07;when inside alexa news
1151;390;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;devices-alexa services;When the user enters the house, play news on Alexa.;student2021-07;when inside alexa news
1152;391;user/activity/@medicine;test-user;medicine;condition;equal;rule;pressure pill;test-user-medicine;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification 
1153;391;devices/Smartphone/@state;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-smartphonetv;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification 
1154;391;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;take the medicine;reminders-reminders;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification 
1155;392;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;garden;relativeposition-typeofproximity;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden
1156;392;technology/appliance/@door;entrance;doorsensor;condition;equal;rule;CLOSE;entrance-doorsensor;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden
1157;392;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden
1158;393;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;and;25;bedroom-temperature;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating 
1159;393;technology/appliance/@state;heating system;state;condition;equal;rule;OFF;heating system-state;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating 
1160;393;devices/Smartphone/@state;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-smartphonetv;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating 
1161;393;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;turn on heating system;reminders-reminders;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating 
1162;394;user/activity/@leisure;test-user;leisure;event;equal;and;WATCHING_TV;test-user-leisure;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door
1163;394;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;fridge-door;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door
1164;394;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;kitchen-hue color light kitchen;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door
1165;394;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;fridge door open;reminders-reminders;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door
1166;395;technology/appliance/@state;coffee machine;state;event;equal;rule;OFF;coffee machine-state;When the coffee machine turns off, send me a voice notification saying 'The coffee is ready!'.;student2021-08;Regola 1 
1167;395;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The coffee is ready!;reminders-reminders;When the coffee machine turns off, send me a voice notification saying 'The coffee is ready!'.;student2021-08;Regola 1 
1168;396;environment/sensors/@gasSensor;kitchen;gassensor;event;equal;and;VALUE;kitchen-gassensor;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;student2021-08;Regola 3
1169;396;environment/sensors/@windowSensor;kitchen;windowsensor;condition;equal;rule;CLOSE;kitchen-windowsensor;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;student2021-08;Regola 3
1170;396;applianceState/all/window;home;allwindow;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;home-allwindow;When the gas sensor goes on and the kitchen window is closed, open all the windows in the house.;student2021-08;Regola 3
1171;397;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;CLOSE;bedroom-windowsensor;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;student2021-08;Regola 2
1172;397;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;student2021-08;Regola 2
1173;397;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If the bedroom window is not closed between 11pm and 6am, sound the alarm and turn on the bedroom light for 5 minutes.;student2021-08;Regola 2
1174;398;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;23:00;datetime-localtime;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;student2021-08;Regola 4
1175;398;technology/device/@state;tv;state;condition;equal;rule;ON;tv-state;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;student2021-08;Regola 4
1176;398;devices/tv/@state;devices;tv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;devices-tv;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;student2021-08;Regola 4
1177;398;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-alllight;If it's 11pm and the TV is on, turn off the TV and turn off all the lights.;student2021-08;Regola 4
1178;399;user/physiological/@sweatingType;test-user;sweatingtype;event;equal;and;HIGH;test-user-sweatingtype;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;student2021-08;Regola 5
1179;399;technology/appliance/@state;heating system;state;condition;equal;rule;ON;heating system-state;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;student2021-08;Regola 5
1180;399;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;home-heating;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;student2021-08;Regola 5
1181;399;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;I have turned off the heating!;reminders-reminders;When the user's sweat rate becomes high and the heating system is on, turn off the heating system and send a voice notification saying: 'I have turned off the heating!'.;student2021-08;Regola 5
1182;400;technology/appliance/@state;heating system;state;event;equal;rule;ON;heating system-state;when the heaters come on, send me the notification: 'The heaters are on!'.;student2021-09;regola1
1183;400;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The heaters are on!;reminders-reminders;when the heaters come on, send me the notification: 'The heaters are on!'.;student2021-09;regola1
1184;401;environment/weather/currentWeather/@outdoorCondition;currentweather;outdoorcondition;event;equal;and;RAIN;currentweather-outdoorcondition;When it is raining outside and if the living room window is open, close the window.;student2021-09;regola3
1185;401;environment/sensors/@windowSensor;livingroom;windowsensor;condition;equal;rule;OPEN;livingroom-windowsensor;When it is raining outside and if the living room window is open, close the window.;student2021-09;regola3
1186;401;applianceState/LivingRoom/window;livingroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;livingroom-window;When it is raining outside and if the living room window is open, close the window.;student2021-09;regola3
1187;402;environment/home/@electricity;home;electricity;condition;equal;rule;ON;home-electricity;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;student2021-09;regola2
1188;402;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;alarms-notificationmode;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;student2021-09;regola2
1189;402;applianceState/Corridor/lightColor;corridor;light strip corridor;action;OPERATOR;NEXTOPERATOR;update:lightColor;corridor-light strip corridor;If the electricity in the house is not on, start the alarm and turn on the emergency light in the corridor.;student2021-09;regola2
1190;403;environment/dateTime/@dayType;datetime;daytype;condition;equal;and;WEEK_DAYS;datetime-daytype;If it's a day of the week and if it's 8am, turn on the bedroom lights and start the music with Alexa.;student2021-09;regola4
1191;403;environment/dateTime/@localTime;datetime;localtime;condition;equal;rule;08:00;datetime-localtime;If it's a day of the week and if it's 8am, turn on the bedroom lights and start the music with Alexa.;student2021-09;regola4
1192;403;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;bedroom-hue color light bedroom;If it's a day of the week and if it's 8am, turn on the bedroom lights and start the music with Alexa.;student2021-09;regola4
