id;rule_id;xPath;parent;realName;ECA;operator;nextOperator;value;naturalLanguage;author;ruleName;partialNaturalLanguage;descriptiveName;normalizedDescriptiveName
1038;356;Alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;tomorrow you will train better, now take a shower;If the result of the training is not well maintained between 18 and 18:45, send an alarm notification 'tomorrow you will train better, now shower!', And activate relaxing lights in the bathroom.;student2020-27;regola2;;alarms-alarms;
1039;356;Relax;bathroom;relax;action;OPERATOR;NEXTOPERATOR;invokeFunctions:lightScene;If the result of the training is not well maintained between 18 and 18:45, send an alarm notification 'tomorrow you will train better, now shower!', And activate relaxing lights in the bathroom.;student2020-27;regola2;;bathroom-relax;
1040;357;environment/@humidityLevel;bathroom;humiditylevel;event;morethen;and;65;When the humidity level in the bathroom is greater than 65% and if the bathroom temperature is below 20 °C, it sends a reminder 'remember to dehumidify the bathroom before use';student2020-27;regola3;;bathroom-humiditylevel;
1041;357;environment/@temperatureLevel;bathroom;temperaturelevel;condition;lessthen;rule;20;When the humidity level in the bathroom is greater than 65% and if the bathroom temperature is below 20 °C, it sends a reminder 'remember to dehumidify the bathroom before use';student2020-27;regola3;;bathroom-temperaturelevel;
1042;357;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;remember to dehumidify the bathroom before use;When the humidity level in the bathroom is greater than 65% and if the bathroom temperature is below 20 °C, it sends a reminder 'remember to dehumidify the bathroom before use';student2020-27;regola3;;reminders-reminders;
1043;358;environment/@lightLevel;entrance;lightlevel;condition;equal;and;DARK;If the light level at the entrance is dark and if the entrance lights are off, send an alarm notification 'make sure the entrance is lit', turn on the entrance lights.;student2020-27;regola4;;entrance-lightlevel;
1044;358;technology/light/@state;entrancelight;state;condition;equal;rule;OFF;If the light level at the entrance is dark and if the entrance lights are off, send an alarm notification 'make sure the entrance is lit', turn on the entrance lights.;student2020-27;regola4;;entrancelight-state;
1045;358;alarms;alarms;alarms;action;OPERATOR;NEXTOPERATOR;make sure the entrance is lit;If the light level at the entrance is dark and if the entrance lights are off, send an alarm notification 'make sure the entrance is lit', turn on the entrance lights.;student2020-27;regola4;;alarms-alarms;
1046;358;AllLight;entrance;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the light level at the entrance is dark and if the entrance lights are off, send an alarm notification 'make sure the entrance is lit', turn on the entrance lights.;student2020-27;regola4;;entrance-alllight;
1047;359;user/vocalInput/@vocalString;vocalinput;vocalstring;event;equal;and;TURN_ON_LIGHT_IN_LIVING_ROOM;When the user issues a voice command 'turn on living room lights' and if the living room light is off, turn on the living room lights, and send a 'successful voice command' reminder.;student2020-27;regola5;;vocalinput-vocalstring;
1048;359;technology/light/@state;livingroomlight;state;condition;equal;rule;OFF;When the user issues a voice command 'turn on living room lights' and if the living room light is off, turn on the living room lights, and send a 'successful voice command' reminder.;student2020-27;regola5;;livingroomlight-state;
1049;359;AllLight;livingroom;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;When the user issues a voice command 'turn on living room lights' and if the living room light is off, turn on the living room lights, and send a 'successful voice command' reminder.;student2020-27;regola5;;livingroom-alllight;
1050;359;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;successful voice command;When the user issues a voice command 'turn on living room lights' and if the living room light is off, turn on the living room lights, and send a 'successful voice command' reminder.;student2020-27;regola5;;reminders-reminders;
1051;360;technology/appliance/@state;heating system;state;condition;equal;rule;ON;When the heating system turns on, a notification arrives to alert you.;student2021-01;Regola 01;;heating system-state;
1052;360;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;The heating system has turned on;When the heating system turns on, a notification arrives to alert you.;student2021-01;Regola 01;;reminders-reminders;
1053;361;user/positionOutside/@outSidePosition;test-user;outsideposition;condition;equal;rule;OFFICE;If the user is not at work between 18:00 and 19:00, all the lights in the house are switched on and an alarm notification is sent out indicating this.;student2021-01;Regola 02;;test-user-outsideposition ???;
1054;361;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the user is not at work between 18:00 and 19:00, all the lights in the house are switched on and an alarm notification is sent out indicating this.;student2021-01;Regola 02;;home-alllight;
1055;361;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Your home is waiting for you!;If the user is not at work between 18:00 and 19:00, all the lights in the house are switched on and an alarm notification is sent out indicating this.;student2021-01;Regola 02;;reminders-reminders;
1056;362;environment/sensors/@temperature;bedroom;temperature;event;lessthen;and;21;When the bedroom temperature drops below 21C and there is no natural light source, turn on the bedroom light.;student2021-01;Regola 03;;bedroom-temperature;
1057;362;environment/sensors/@lightLevel;bedroom;lightlevel;condition;equal;rule;NO_LIGHT;When the bedroom temperature drops below 21C and there is no natural light source, turn on the bedroom light.;student2021-01;Regola 03;;bedroom-lightlevel;
1058;362;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;When the bedroom temperature drops below 21C and there is no natural light source, turn on the bedroom light.;student2021-01;Regola 03;;bedroom-hue color light bedroom;
1059;363;environment/home/@securityIntrusion;home;securityintrusion;condition;equal;and;VALUE;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04;;home-securityintrusion;
1060;363;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;OPEN;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04;;entrance-doorsensor;
1061;363;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;INTRUSION IN PROGRESS;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04;;reminders-reminders;
1062;363;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If there is an intrusion in the house and the front door is open, send three SMS alarms and turn on all the lights in the house.;student2021-01;Regola 04;;home-alllight;
1063;364;user/alexaInput/@vocalSentence;test-user;vocalsentence;event;equal;and;Alexa, make coffee;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05;;test-user-vocalsentence ???;
1064;364;technology/appliance/@state;coffee machine;state;condition;equal;rule;ON;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05;;coffee machine-state;
1065;364;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05;;kitchen-hue color light kitchen;
1066;364;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;throw out the trash;When the user says 'Alexa, make coffee' and the coffee machine is on, turn on the kitchen lights and send a reminder via a notification to take out the trash.;student2021-01;Regola 05;;reminders-reminders;
1067;365;technology/device/@state;wi fi;state;event;equal;rule;OFF;When the wifi turns off, it sends a notification saying 'wifi has been turned off';student2021-02;regola1;;wi fi-state;
1068;365;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Wifi has been turned off;When the wifi turns off, it sends a notification saying 'wifi has been turned off';student2021-02;regola1;;reminders-reminders;
1069;366;user/activity/@medicine;test-user;medicine;event;equal;rule;Medicina;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2;;test-user-medicine;
1070;366;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2;;alarms-notificationmode;
1071;366;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If I haven't taken my medicine at 11, turn on all the lights in the house and set the alarm on;student2021-02;regola2;;home-alllight;
1072;367;environment/sensors/@lightLevel;entrance;lightlevel;condition;equal;and;NO_LIGHT;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3;;entrance-lightlevel;
1073;367;environment/sensors/@door;entrance;doorsensor;event;equal;rule;OPEN;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3;;entrance-doorsensor;
1074;367;applianceState/Entrance/lightColor;entrance;hue color light entrance;action;OPERATOR;NEXTOPERATOR;update:lightColor;If while the entrance door is open the lights at the entrance are off, turn on the entrance lights.;student2021-02;regola3;;entrance-hue color light entrance;
1075;368;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;07:30;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4;;datetime-localtime;
1076;368;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4;;bedroomlight-state;
1077;368;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4;;devices-alexa services;
1078;368;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;If it's 7:30 am and the bedroom lights are off, ask Alexa to play music and turn on the bedroom lights.;student2021-02;regola4;;bedroom-hue color light bedroom;
1079;369;technology/appliance/@state;microwave;state;event;equal;and;ON;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5;;microwave-state;
1080;369;XPATH;relativeposition;typeofproximity;condition;outside;NEXTOPERATOR;house;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5;;relativeposition-typeofproximity;
1081;369;applianceState/LivingRoom/@microwave;kitchen;microwave;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5;;kitchen-microwave;
1082;369;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;"""Il microonde è stato spento""";If you turn on the microwave oven while I'm away from home, turn off the microwave oven and send a notification saying: 'the microwave has been turned off';student2021-02;regola5;;reminders-reminders;
1083;370;technology/device/@state;pc;state;event;equal;rule;ON;When I turn on the computer remind me to put on the glasses with a notification;student2021-03;Indossa gli occhiali;;pc-state;
1084;370;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;put on your glasses when you are at the computer;When I turn on the computer remind me to put on the glasses with a notification;student2021-03;Indossa gli occhiali;;reminders-reminders;
1085;371;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse;;bedroom-windowsensor;
1086;371;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse;;bedroom-hue color light bedroom;
1087;371;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse;;alarms-notificationmode ????;
1088;371;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;If I don't open the shutters between 8 and 10, turn on the light and sound the alarm;student2021-03;Persiane chiuse;;alarms-notificationmode  ?????;
1089;372;user/physiological/@bodyTemperature;test-user;bodytemperature;event;morethen;and;38;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua;;test-user-bodytemperature;
1090;372;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;rule;20;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua;;bedroom-temperature;
1091;372;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua;;bedroom-window;
1092;372;Reminder;reminders;reminder;action;OPERATOR;NEXTOPERATOR;drink some water;When the body temperature is greater than 38 and the room temperature is less than 20 °C, close the window and remind me to drink some water;student2021-03;bevi acqua;;reminders-reminder;
1093;373;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;house;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno;;relativeposition-typeofproximity;
1094;373;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;lessthen;rule;13;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno;;currentweather-outdoortemperature;
1095;373;applianceState/bathroom/window;bathroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;When I go into the bathroom and the outside temperature is below 13 °C, close the window;student2021-03;bagno;;bathroom-window;
1096;374;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;08:00;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe;;datetime-localtime;
1097;374;technology/appliance/@state;coffee machine;state;condition;equal;rule;OFF;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe;;coffee machine-state;
1098;374;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe;;bedroom-hue color light bedroom;
1099;374;applianceState/LivingRoom/@coffeeMachine;kitchen;coffeemachine;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If it's 8:00 am and the coffee machine is off, turn it on and turn on the bedroom light;student2021-03;macchina del caffe;;kitchen-coffeemachine;
1100;375;environment/home/@securityIntrusion;home;securityintrusion;event;equal;rule;VALUE;When the security system detects an intrusion, text me 'it looks like someone has entered the house, be sure to call the police!';student2021-04;First Rule;;home-securityintrusion;
1101;375;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;it looks like someone has entered the house, be sure to call the police!;When the security system detects an intrusion, text me 'it looks like someone has entered the house, be sure to call the police!';student2021-04;First Rule;;reminders-reminders;
1102;376;environment/sensors/@door;entrance;doorsensor;condition;equal;rule;CLOSE;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule;;entrance-doorsensor;
1103;376;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule;;alarms-notificationmode;
1104;376;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the main entrance door is not closed between 00:00 and 08:00 activate the alarm siren and turn on all the lights;student2021-04;Second Rule;;home-alllight;
1105;377;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;and;OPEN;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule;;bedroom-windowsensor;
1106;377;environment/weather/currentWeather/@rain;currentweather;rain;event;equal;rule;VALUE;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule;;currentweather-rain;
1107;377;applianceState/Bedroom/window;bedroom;window;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeDoorState;When it rains, if the bedroom window is detected open by the sensor, close the bedroom window;student2021-04;Third Rule;;bedroom-window;
1108;378;environment/dateTime/@localTime;datetime;localtime;condition;equal;and;09:00;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule;;datetime-localtime;
1109;378;user/activity/sleep/@bedInOut;test-user;bedinout;condition;equal;rule;IN;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule;;test-user-bedinout;
1110;378;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule;;bedroom-hue color light bedroom;
1111;378;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;If it's 9am and I'm still in bed, turn on the bedroom lights for 10 minutes and tune Alexa to deliver the day's news.;student2021-04;Fourth rule;;devices-alexa services;
1112;379;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;house;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule;;relativeposition-typeofproximity;
1113;379;technology/appliance/@state;heating system;state;condition;equal;rule;ON;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule;;heating system-state;
1114;379;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule;;home-heating;
1115;379;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Remember to turn off the heating when you leave the house, you forgot that!;If the heating system is on when I am away from home, turn off the heating system and send me a message saying: 'Remember to turn off the heating when you leave the house, you forgot that!';student2021-04;Fifth rule;;reminders-reminders;
1116;380;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;If the refrigerator door remains open, send a voice memo.;student2021-05;Regola 1;;fridge-door;
1117;380;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the fridge door;If the refrigerator door remains open, send a voice memo.;student2021-05;Regola 1;;reminders-reminders;
1118;381;environment/home/@electricity;home;electricity;condition;equal;rule;ON;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2;;home-electricity;
1119;381;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;attention, the power has gone out;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2;;reminders-reminders;
1120;381;applianceState/LivingRoom/@fridge;kitchen;fridge;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the electricity fails between 11pm and 7am (while you sleep), send a voice memo and turn the refrigerator back on;student2021-05;Regola 2;;kitchen-fridge;
1121;382;XPATH;relativeposition;typeofproximity;condition;outside;NEXTOPERATOR;house;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3;;relativeposition-typeofproximity;
1122;382;environment/sensors/@smokeSensor;kitchen;smokesensor;event;equal;rule;VALUE;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3;;kitchen-smokesensor;
1123;382;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;When the fire sensor is activated and the user is out of the house, call the fire brigade;student2021-05;Regola 3;;alarms-notificationmode;
1124;383;environment/weather/currentWeather/@outdoorTemperature;currentweather;outdoortemperature;condition;lessthen;and;15;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4;;currentweather-outdoortemperature;
1125;383;technology/appliance/@state;heating system;state;condition;equal;rule;OFF;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4;;heating system-state;
1126;383;applianceState/all/@heating;home;heating;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4;;home-heating;
1127;383;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;It's cold today, the heating has been turned on;If the outside temperature is below 15 degrees and the heating is off, turn on the heating and send a reminder by notification.;student2021-05;Regola 4;;reminders-reminders;
1128;384;user/activity/@leisure;test-user;leisure;event;equal;and;READING;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5;;test-user-leisure;
1129;384;technology/light/@state;bedroomlight;state;condition;equal;rule;OFF;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5;;bedroomlight-state;
1130;384;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5;;bedroom-hue color light bedroom;
1131;384;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Enjoy the reading!;When the user starts reading and the room light is off, turn on the light and set it to a relaxing color for 60 minutes, sending a reminder via notification.;student2021-05;Regola 5;;reminders-reminders;
1132;385;environment/sensors/@smokeSensor;garden;smokesensor;condition;equal;rule;VALUE;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2;;garden-smokesensor;
1133;385;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2;;home-alllight;
1134;385;notificationMode;alarms;notificationmode;action;OPERATOR;NEXTOPERATOR;custom:notificationMode;If the smoke sensor in the garden is not turned on, then turn on all the lights in the house and activate the alarm ;student2021-06;Regola2;;alarms-notificationmode;
1135;386;environment/weather/currentWeather/@rain;currentweather;rain;event;equal;and;VALUE;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3;;currentweather-rain;
1136;386;environment/sensors/@windowSensor;bedroom;windowsensor;condition;equal;rule;OPEN;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3;;bedroom-windowsensor;
1137;386;applianceState/Bedroom/lightColor;bedroom;hue color light bedroom;action;OPERATOR;NEXTOPERATOR;update:lightColor;When it rains, if the bedroom window is open, turn on the bedroom lights;student2021-06;Regola3;;bedroom-hue color light bedroom;
1138;387;environment/sensors/@lightLevel;livingroom;lightlevel;condition;equal;and;LOW_LIGHT;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4;;livingroom-lightlevel;
1139;387;technology/light/@state;light;state;condition;equal;rule;OFF;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4;;light-state;
1140;387;applianceState/LivingRoom/lightColor;livingroom;hue color light living room;action;OPERATOR;NEXTOPERATOR;update:lightColor;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4;;livingroom-hue color light living room;
1141;387;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;You ruin your eyes!;If the light in the living room is too low and if the lights in the living room are off, then send me a message and turn on the living room lights;student2021-06;Regola4;;reminders-reminders;
1142;388;user/physiological/@heartRate;test-user;heartrate;event;morethen;and;100;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;test-user-heartrate;
1143;388;technology/device/@state;smartphone;state;condition;equal;or;ON;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;smartphone-state;
1144;388;technology/device/@state;tablet;state;condition;equal;or;ON;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;tablet-state;
1145;388;technology/device/@state;pc;state;condition;equal;rule;ON;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;pc-state;
1146;388;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;home-alllight;
1147;388;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;hearth rate too high;When my heart rate exceeds a certain threshold and if I have at least one mobile device on, then turn on all the lights in the house and send me an email;student2021-06;Regola5;;reminders-reminders;
1148;389;technology/appliance/@door;microwave;door;condition;equal;rule;OPEN;If the microwave oven door is open, send me a message telling me to close it;student2021-06;Regola1;;microwave-door;
1149;389;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;Close the microwave door;If the microwave oven door is open, send me a message telling me to close it;student2021-06;Regola1;;reminders-reminders;
1150;390;XPATH;relativeposition;typeofproximity;event;inside;NEXTOPERATOR;house;When the user enters the house, play news on Alexa.;student2021-07;when inside alexa news;;relativeposition-typeofproximity;
1151;390;amazonAlexa/@routineName;devices;alexa services;action;OPERATOR;NEXTOPERATOR;invokeFunctions:startRoutine;When the user enters the house, play news on Alexa.;student2021-07;when inside alexa news;;devices-alexa services;
1152;391;user/activity/@medicine;test-user;medicine;condition;equal;rule;pressure pill;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification ;;test-user-medicine;
1153;391;devices/Smartphone/@state;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification ;;devices-smartphonetv;
1154;391;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;take the medicine;If you haven't taken your medicine, turn on your phone and send notification.;student2021-07;medicine notification ;;reminders-reminders;
1155;392;XPATH;relativeposition;typeofproximity;event;outside;NEXTOPERATOR;garden;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden;;relativeposition-typeofproximity;
1156;392;technology/appliance/@door;entrance;doorsensor;condition;equal;rule;CLOSE;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden;;entrance-doorsensor;
1157;392;applianceState/all/allLight;home;alllight;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If you are out in the garden and the front door is closed, turn off the lights.;student2021-07;lights off if outside garden;;home-alllight;
1158;393;environment/sensors/@temperature;bedroom;temperature;condition;lessthen;and;25;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating ;;bedroom-temperature;
1159;393;technology/appliance/@state;heating system;state;condition;equal;rule;OFF;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating ;;heating system-state;
1160;393;devices/Smartphone/@state;devices;smartphonetv;action;OPERATOR;NEXTOPERATOR;invokeFunctions:changeApplianceState;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating ;;devices-smartphonetv;
1161;393;Reminders;reminders;reminders;action;OPERATOR;NEXTOPERATOR;turn on heating system;If the bedroom temperature is below 20 degrees and the heating is off, turn on your mobile and send a voice notification.;student2021-07;turn on heating ;;reminders-reminders;
1162;394;user/activity/@leisure;test-user;leisure;event;equal;and;WATCHING_TV;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door;;test-user-leisure;
1163;394;technology/appliance/@door;fridge;door;condition;equal;rule;OPEN;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door;;fridge-door;
1164;394;applianceState/Kitchen/lightColor;kitchen;hue color light kitchen;action;OPERATOR;NEXTOPERATOR;update:lightColor;When the user watches TV, if the fridge door is open, turn on the red light in the kitchen and send a notification.;student2021-07;close fridge door;;kitchen-hue color light kitchen;
